aX,aY,aZ,Gx,Gy,Gz
0.632,0.598,-1.416,74.646,19.959,-124.817
1.378,1.593,-1.713,86.365,50.903,-80.994
0.225,1.924,-2.278,95.947,77.209,-26.489
-0.392,-2.885,-0.335,120.85,86.548,-44.922
-0.799,-4.273,-1.56,169.495,89.172,-61.951
-1.474,-0.278,-1.704,210.51,79.102,64.941
-1.799,0.043,-0.861,238.648,43.884,149.963
-1.742,1.148,-1.321,236.145,8.179,72.632
-1.278,3.177,-0.957,219.91,-3.418,14.343
0.349,2.919,-1.603,201.233,11.902,-11.292
0.014,4.45,-1.029,179.688,29.907,-8.667
0.837,3.192,0.167,161.682,56.274,-74.402
6.139,1.675,-1.593,132.629,96.497,-150.635
-3.302,7.982,0.234,93.75,125.366,-97.961
1.402,-3.24,5.895,80.933,131.47,-20.081
-7.403,7.599,3.005,60.791,118.958,57.434
0.866,3.048,1.89,21.606,103.027,104.492
-2.426,0.569,1.876,-1.404,85.144,92.834
-5.091,-2.46,3.737,-3.418,52.673,61.523
-5.154,-3.646,0.574,7.751,9.521,-58.838
-1.943,-3.89,0.479,28.076,-10.376,-152.771
1.44,-5.393,-0.11,63.171,-7.629,-93.933
0.636,-3.292,-1.373,84.106,-1.526,106.384
-0.45,-2.048,-0.488,72.998,-7.874,99.67
-1.058,-0.857,-0.254,49.927,-11.902,15.747
-2.35,-0.828,-0.1,33.691,-12.756,-59.387
1.206,-3.019,-1.861,26.611,-10.681,-112.671
1.469,-4.45,1.182,36.621,-4.944,28.503
-4.886,2.57,0.833,21.606,-20.691,150.452
-2.455,4.618,1.388,-26.978,-45.227,131.287
0.129,3.833,-0.852,-79.224,-58.228,25.085
2.445,4.311,-2.436,-127.625,-64.819,-106.323
2.44,3.091,-0.316,-138.123,-69.397,-85.815
-0.469,-0.488,0.479,-100.952,-72.205,19.104
-0.301,1.613,-2.11,-24.78,-66.467,80.261
-0.22,1.397,-2.862,43.762,-62.134,96.313
2.45,-0.177,-2.838,105.408,-57.678,66.772
2.421,-0.354,-3.225,138.977,-49.011,122.009
0.986,1.89,-5.819,129.211,-50.598,146.179
1.172,3.45,-2.881,92.407,-42.114,85.693
2.421,1.144,-3.101,57.556,-28.503,-8.606
2.57,0.029,-3.608,20.447,-5.31,-49.683
0.45,1.244,-1.637,-13.794,16.174,-47.729
0.34,-1.67,-0.632,-38.635,24.536,-51.697
1.038,-2.302,-1.546,-39.001,28.992,19.47
-0.833,-3.311,-0.488,-11.475,13.184,29.907
-1.617,-2.522,-0.579,39.917,-18.372,63.965
-0.483,-1.005,-0.067,72.327,-43.518,86.548
0.498,1.565,-0.12,61.646,-48.279,67.749
0.569,2.957,-0.541,18.311,-35.461,-22.156
1.881,1.287,-0.282,-22.766,-14.771,-113.77
3.862,3.412,-1.321,-75.073,16.174,-129.822
1.455,0.852,-1.34,-102.783,35.034,-9.46
-2.311,-1.258,-0.158,-78.491,29.785,118.53
-1.838,-0.861,-0.77,-29.297,-2.686,4.211
-1.57,0.45,-1.182,9.766,-31.311,-45.044
0.924,1.503,-2.062,27.039,-39.124,-11.963
1.335,2.493,-2.967,10.071,-27.832,15.198
2.771,4.833,-2.469,-24.536,-8.118,2.38
0.153,2.909,-5.632,-64.087,9.583,-29.358
-1.44,-1.244,-3.244,-55.176,4.822,5.676
-1.278,-1.694,-1.924,0.671,-17.273,81.238
-1.967,-0.23,-2.038,49.866,-44.861,57.007
-0.957,1.885,-2.259,60.974,-55.908,25.024
1.273,3.153,-2.048,36.621,-44.373,-19.226
2.57,3.656,-1.976,-0.732,-18.005,-30.273
3.129,3.761,-3.354,-44.556,16.602,-15.015
0.01,-1.885,-1.225,-38.513,21.484,43.152
-3.091,-2.378,-0.091,10.925,-4.272,148.193
-2.522,0.373,-0.565,52.917,-48.889,65.796
0.479,0.909,-1.134,63.721,-57.373,0.0
1.881,1.503,-1.737,52.673,-29.663,21.057
4.24,3.335,-3.594,17.456,16.846,51.147
2.273,3.675,-3.575,-14.709,54.321,85.815
-1.302,1.297,-3.938,-18.311,68.909,142.151
-3.153,-1.479,-3.383,15.015,57.068,182.983
-4.297,0.273,-3.24,58.228,18.738,130.798
-1.885,1.885,-3.656,74.707,-0.488,52.307
-1.976,2.613,-3.866,68.176,1.648,48.645
-2.957,0.421,-2.694,51.636,9.277,32.715
-3.522,1.407,-3.484,28.748,10.254,14.709
-6.01,0.785,-2.986,-4.883,-12.268,-26.794
-9.068,1.613,-1.565,-49.194,-73.914,-50.659
-10.398,6.039,-2.929,-111.572,-149.17,-99.609
-8.905,5.632,-4.058,-182.007,-247.864,-213.562
-8.417,6.915,-4.177,-217.651,-338.623,-220.703
-7.374,11.13,-5.111,-260.01,-434.57,-224.426
-4.914,13.068,-6.173,-304.382,-516.724,-237.671
-9.226,16.092,0.976,-339.356,-593.506,-167.358
-21.662,47.292,31.415,-487.671,-661.377,192.505
3.278,71.796,44.1,-790.894,-504.7,-240.295
137.167,36.487,20.351,-919.251,917.542,798.828
156.7,6.441,-44.966,3.357,1999.939,888.794
23.553,-2.799,-11.331,1143.616,1940.308,972.595
4.742,36.592,65.499,197.144,1616.882,-272.522
17.59,-61.207,49.579,-111.267,1105.408,54.382
4.603,-36.358,25.888,256.226,500.794,550.659
-5.235,-4.713,33.013,130.798,-1.831,212.463
10.116,-7.819,31.352,22.339,-119.019,-226.563
17.791,-22.653,19.796,86.426,-34.058,-149.292
10.145,-19.37,13.293,132.08,7.08,147.522
1.861,-9.637,13.288,76.111,-4.639,216.309
-4.508,-2.407,12.317,-54.81,-12.329,50.049
-8.699,12.37,5.747,-190.735,-17.517,-122.62
-3.23,10.221,1.105,-341.797,-18.921,-56.213
-4.871,7.12,-0.34,-418.457,-17.517,-58.838
-8.077,9.642,-2.962,-477.417,-63.416,-155.151
-2.603,5.178,-2.345,-476.135,-121.826,-188.66
-4.862,13.03,1.909,-447.632,-132.935,-22.766
-5.235,15.25,2.804,-420.471,-122.803,-84.656
-1.258,11.939,3.058,-369.202,-133.301,-239.197
0.316,10.408,4.498,-292.297,-110.169,-83.252
-0.335,11.092,5.264,-251.465,-72.083,-40.649
-2.948,12.542,3.909,-239.929,-60.669,-69.763
-3.493,13.274,2.297,-241.638,-68.359,-99.548
-3.005,14.174,-0.584,-247.925,-77.82,-88.379
-4.043,12.963,-3.139,-248.596,-85.083,-66.528
-5.01,11.81,-3.857,-230.103,-97.839,-133.85
-5.388,9.489,-4.426,-191.528,-111.511,-190.735
-5.613,6.044,-3.34,-113.77,-115.723,-183.289
-3.78,3.924,-1.11,-37.537,-101.99,-193.665
-0.45,3.996,-1.383,32.715,-61.462,-158.875
-0.187,2.479,-0.904,72.876,-23.987,-105.591
1.282,3.0,0.435,89.355,-0.61,-70.068
3.685,0.641,-1.306,90.515,23.254,-59.937
3.335,-1.139,-0.933,89.294,32.776,-45.593
2.665,0.569,1.144,80.383,26.123,9.888
2.723,-0.565,1.125,63.354,8.545,-21.118
1.842,-0.679,-0.761,47.18,-1.77,-20.325
0.373,-0.445,-1.282,28.503,-14.099,1.404
-0.684,-2.168,-1.148,19.043,-27.954,-24.536
-1.053,-2.881,-0.914,17.7,-45.41,-56.641
-0.804,-1.383,-0.991,14.771,-56.824,-39.124
-1.148,-0.368,-1.053,4.578,-63.843,-69.946
-1.072,-0.469,-0.555,-7.08,-70.923,-87.952
-1.019,0.124,-0.684,-9.949,-76.416,-72.266
-0.44,-0.024,-0.287,-8.179,-79.773,-103.516
1.818,0.459,-0.234,-2.686,-70.251,-145.874
3.063,0.933,-0.354,2.93,-53.345,-87.158
1.364,1.436,0.081,7.751,-41.992,-8.789
0.459,1.354,0.526,9.338,-42.908,-27.161
-0.78,2.077,-0.263,9.46,-51.514,-54.016
-0.809,1.732,0.062,5.249,-63.782,-62.622
-0.689,1.091,-0.407,0.0,-72.51,-50.903
-0.924,-0.067,-1.517,-9.216,-77.393,-42.786
-0.273,-0.273,-2.067,-21.545,-75.867,-60.059
0.952,0.713,-3.254,-40.955,-63.293,-34.18
0.148,0.459,-2.751,-56.03,-48.218,29.846
-1.273,-1.038,-1.593,-59.204,-43.579,-0.793
-1.053,-2.096,-0.656,-49.5,-44.189,-47.791
-0.029,-2.053,0.723,-34.18,-42.114,-27.466
-0.526,-0.737,1.981,-22.705,-39.673,17.334
-1.665,-0.115,3.78,-24.292,-44.495,8.484
-2.024,1.971,4.713,-36.072,-52.734,-8.545
-2.818,2.201,5.426,-58.777,-65.796,-35.156
-4.144,1.282,5.441,-77.515,-81.97,-50.293
-3.924,2.316,2.273,-98.572,-98.755,-40.039
-0.354,2.163,1.048,-119.324,-101.196,-101.929
0.038,0.919,0.732,-121.887,-99.731,-94.055
-0.282,0.713,-0.34,-116.089,-96.741,-45.898
-0.359,-0.373,-3.015,-110.413,-95.154,-93.079
0.144,-1.125,-5.23,-98.45,-91.431,-122.864
1.058,-0.981,-6.029,-87.036,-80.444,-94.421
1.302,-0.651,-6.12,-77.026,-65.43,-43.884
1.431,1.005,-5.503,-67.932,-44.128,-12.329
0.938,2.397,-4.522,-60.852,-26.55,-0.732
-0.23,3.833,-3.737,-50.781,-11.047,15.93
-0.746,4.919,-3.407,-44.8,-1.343,-9.949
-1.105,5.34,-2.23,-41.992,3.052,-50.537
0.407,5.154,1.182,-38.086,10.132,-87.769
1.364,5.474,0.732,-32.288,24.048,-54.749
0.34,3.125,2.273,-12.207,40.71,28.381
-0.479,0.78,2.833,27.588,48.218,51.941
-0.943,-0.388,2.182,68.115,50.781,69.336
-0.675,0.053,1.378,107.056,52.124,81.909
-0.976,0.479,0.139,127.075,52.002,97.961
-1.9,-0.244,-0.699,139.832,46.753,90.332
-1.818,-1.086,-0.22,146.606,41.016,50.781
-0.89,-1.684,1.038,150.269,39.551,28.442
-0.522,-1.924,2.986,151.794,38.269,17.151
-1.101,-2.799,5.005,154.114,33.325,21.667
-1.842,-1.823,6.273,152.405,19.592,39.734
-2.378,-0.239,6.517,137.512,2.625,57.19
-2.488,0.086,6.216,117.188,-10.437,37.415
-2.11,-0.421,5.575,92.407,-19.775,-9.583
-2.235,-0.354,2.651,76.172,-25.085,-17.883
-0.617,0.139,3.139,59.448,-27.832,-7.69
1.45,0.938,3.397,42.358,-21.667,-48.218
1.45,1.407,2.483,32.41,-12.695,-26.794
0.431,-0.89,1.842,32.532,-9.216,-6.348
0.507,-2.488,0.512,36.072,-10.803,-72.021
1.354,-3.316,-0.689,42.725,-6.958,-82.336
2.283,-3.455,-1.349,47.607,2.625,-48.767
2.393,-3.259,-1.431,51.086,11.597,-26.917
1.373,-3.024,-1.129,56.763,17.761,-7.751
0.335,-2.067,-1.455,59.021,19.043,-2.563
-0.153,-0.603,-1.651,54.382,20.813,0.183
-0.282,0.187,-1.254,48.218,24.536,-4.944
-0.167,1.388,-0.493,42.725,29.907,-17.334
-0.646,4.331,-0.526,34.18,38.513,-3.662
-1.282,4.278,-0.024,24.902,43.64,-4.456
-0.134,2.613,0.78,16.602,51.209,-60.913
0.249,3.173,0.928,10.254,63.782,-20.081
-0.991,2.613,0.981,8.667,70.862,40.955
-1.589,0.479,1.292,4.333,65.063,11.475
-0.359,-1.665,1.072,-1.77,50.232,-35.584
-1.23,-2.479,0.498,-8.362,32.532,-35.706
-0.33,-3.383,1.177,-7.874,29.48,-78.735
1.536,-1.861,1.134,2.563,27.588,-63.66
1.139,-2.919,1.029,18.677,28.87,13.733
-0.297,-6.986,1.316,44.128,16.785,109.985
1.11,0.234,1.416,57.312,12.634,172.73
0.914,4.838,-2.096,40.222,1.709,205.139
-1.866,3.192,-0.024,27.1,-0.732,200.745
-0.842,3.685,0.718,20.386,-4.639,175.415
4.249,1.278,1.134,17.334,5.066,138.245
0.703,0.445,3.039,19.409,13.672,77.209
-0.646,2.79,2.153,14.648,15.503,9.521
1.751,2.795,1.713,6.653,23.865,-42.114
1.479,1.177,1.632,-1.709,34.851,-79.407
0.56,-0.048,1.33,-7.69,41.382,-82.642
-0.751,-1.469,1.354,-11.78,44.312,-64.026
-2.101,-2.105,1.584,-12.878,41.077,-34.424
-3.019,-2.421,2.23,-12.268,34.668,-12.39
-2.747,-2.795,3.173,-9.155,29.602,-7.996
-3.158,-1.531,3.086,-6.531,25.94,-11.475
-1.617,0.115,2.967,-8.911,27.344,-12.817
-1.321,-0.818,3.814,-11.047,32.715,-32.837
0.359,-0.364,2.306,-15.991,38.025,-58.96
3.302,-0.488,1.68,-25.757,53.284,-76.782
-1.11,0.613,0.067,-36.987,54.321,-91.125
-2.828,1.23,-0.282,-48.218,40.222,-104.309
0.024,2.316,0.766,-55.359,30.518,-105.774
0.694,1.402,1.11,-55.847,27.649,-93.323
0.249,-0.636,1.311,-52.673,27.71,-57.495
-0.66,-2.134,1.029,-48.34,26.489,-31.616
-1.321,-2.531,-0.024,-46.021,20.386,-19.348
-2.483,-2.503,-0.397,-44.861,9.216,-19.287
-2.751,-1.483,-0.196,-44.128,-1.221,-23.376
-2.33,-0.431,0.632,-44.861,-9.094,-18.25
-3.464,0.301,1.077,-43.884,-15.137,-13.245
-4.579,2.235,0.813,-43.152,-23.01,-7.69
-1.517,-0.124,3.192,-31.982,-18.494,-3.906
-1.761,-1.144,3.536,-17.822,-8.423,14.709
-4.206,-0.096,0.651,-6.348,-7.996,33.997
-2.316,-0.641,1.747,2.808,-10.071,22.583
-1.713,-0.043,1.809,10.193,-12.939,-9.277
-0.938,1.101,1.761,12.512,-14.954,-26.367
0.507,2.369,1.919,9.46,-12.695,-27.588
1.201,2.479,2.168,3.357,-9.277,-23.315
2.747,3.053,1.613,-4.333,-3.479,-24.963
2.737,2.048,0.976,-11.841,3.845,-18.921
2.034,1.79,-0.019,-16.907,8.789,-0.671
1.732,1.014,-0.416,-18.616,12.024,12.085
0.833,-0.062,-0.397,-18.311,14.16,15.503
0.641,-0.278,-0.66,-15.93,14.038,9.338
1.727,-0.301,-1.129,-11.047,18.005,5.066
1.593,-0.397,-0.761,-3.052,24.475,9.216
0.55,0.225,-0.574,2.136,27.283,11.414
-0.22,0.947,-0.66,3.052,25.269,4.456
-0.675,1.062,-0.335,0.61,21.118,-2.563
-1.455,1.014,-0.292,-2.808,14.771,-2.197
-1.589,0.703,-0.234,-6.409,7.507,2.869
-1.603,0.139,-0.153,-7.996,2.38,11.78
-1.416,-0.23,-0.029,-7.019,-2.136,19.165
-0.943,-0.187,-0.01,-5.737,-4.211,18.433
-0.971,-0.172,-0.234,-3.418,-6.409,13.367
-0.522,-0.254,-0.115,-0.977,-5.92,9.827
-0.316,-0.316,0.067,1.221,-4.272,7.996
-0.565,-0.517,0.177,3.479,-3.174,4.456
-0.55,-0.412,0.234,4.639,-2.38,2.625
-0.445,-0.096,0.129,4.7,-1.648,3.235
-0.215,-0.167,0.306,5.005,-1.648,-0.977
0.234,0.062,0.435,5.493,-0.854,-4.7
0.177,0.153,0.67,4.15,0.122,-3.479
-0.464,0.081,0.359,1.282,-0.732,-0.183
-0.493,0.201,0.019,-3.479,-4.028,2.136
-0.048,0.0,0.062,-6.409,-5.31,5.005
0.163,-0.483,0.105,-6.287,-4.089,6.226
0.445,-0.718,0.278,-3.479,-0.549,5.554
0.746,-0.45,0.373,-0.244,3.601,3.357
0.708,-0.215,0.474,2.808,8.24,0.977
0.139,0.024,0.292,3.479,9.949,0.732
-0.44,0.024,0.34,2.136,9.216,2.319
-0.641,0.364,0.244,-1.587,6.165,4.578
-0.967,0.273,0.153,-5.188,2.563,5.005
-0.569,0.134,0.153,-8.545,-0.671,2.869
-0.44,-0.153,0.134,-9.277,-2.136,-1.77
0.0,-0.297,0.158,-7.629,-1.221,-4.395
0.263,-0.182,-0.01,-4.7,1.099,-4.089
0.316,-0.33,0.005,-1.526,3.662,-3.357
0.0,-0.455,0.053,1.648,5.31,-0.61
-0.345,-0.44,0.01,3.784,4.883,2.441
-0.335,-0.263,0.091,4.456,3.479,1.526
-0.081,-0.019,0.201,3.967,1.953,-1.831
0.024,0.225,0.211,2.563,0.854,-3.662
-0.062,0.22,0.191,0.366,-0.732,-1.343
-0.115,-0.01,0.234,-0.854,-1.77,3.967
0.024,0.014,0.225,-1.77,-2.197,6.531
-0.053,-0.115,0.187,-3.052,-1.892,4.456
0.124,-0.124,0.22,-3.174,-0.793,1.831
0.321,-0.067,0.191,-2.747,1.526,-0.305
0.211,-0.206,0.215,-1.953,3.967,0.183
-0.153,-0.22,0.191,-1.587,4.517,1.221
-0.33,0.019,0.196,-1.831,3.601,0.183
-0.191,-0.057,0.163,-2.441,2.625,-0.977
-0.11,-0.163,0.11,-2.441,1.892,0.916
-0.129,-0.12,0.005,-2.625,1.282,2.563
0.053,-0.115,0.024,-2.93,1.404,2.563
0.244,-0.019,0.086,-2.502,2.197,2.197
0.22,0.014,0.043,-1.77,2.625,0.793
0.1,-0.029,0.129,-0.671,2.991,0.671
-0.297,-0.244,0.11,0.0,2.075,1.526
-0.273,-0.239,0.201,0.0,0.977,0.122
-0.254,0.005,0.053,-0.366,0.0,-2.869
0.0,-0.029,0.11,-0.793,-0.305,-4.822
0.139,-0.12,0.172,-0.427,0.61,-2.563
0.163,-0.038,0.062,-0.305,1.587,1.221
-0.057,-0.029,0.043,-0.305,1.343,1.282
-0.144,0.057,0.072,-1.038,0.305,-0.671
-0.134,-0.072,0.124,-1.343,-0.549,-0.61
-0.263,-0.388,0.153,-0.793,-1.404,-0.244
-0.182,-0.349,0.129,0.061,-1.648,1.282
0.024,-0.273,0.062,0.854,-1.038,1.709
0.072,-0.115,0.172,1.16,-0.427,-1.282
0.115,0.029,0.206,0.549,0.122,-4.028
-0.019,-0.005,0.11,-0.244,0.305,-4.7
0.014,-0.062,0.163,-0.916,0.977,-1.892
0.11,-0.086,0.23,-1.404,1.831,-0.61
-0.086,-0.038,0.158,-2.014,1.831,-2.38
-0.124,0.062,0.043,-2.869,0.916,-4.211
0.053,-0.019,0.115,-3.052,0.427,-5.249
-0.01,-0.033,0.024,-2.625,-0.488,-4.272
-0.1,-0.134,-0.024,-1.892,-1.282,-1.892
-0.043,-0.124,-0.1,-0.854,-2.38,0.427
0.0,-0.388,-0.014,0.61,-2.502,2.319
0.01,-0.44,0.057,2.808,-1.892,3.54
0.1,-0.258,0.105,3.784,-0.793,3.113
0.057,-0.062,0.048,3.479,0.183,2.014
-0.077,-0.105,0.196,2.502,1.038,1.038
-0.053,0.163,0.234,0.854,1.526,-0.061
-0.019,0.292,0.177,-1.831,1.831,-1.282
-0.187,-0.005,0.158,-3.235,2.136,-1.343
-0.077,-0.086,0.177,-3.784,2.747,-1.77
-0.067,-0.23,0.153,-3.662,3.662,-3.662
-0.048,-0.163,0.01,-3.174,3.906,-4.822
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.033,0.0,0.0,0.0,0.0,0.0
-0.053,0.292,-0.057,-0.183,0.183,-0.427
0.014,-0.167,0.062,0.183,5.554,-5.798
0.541,4.163,-0.837,-3.784,-1.343,6.104
1.024,-4.742,1.029,-3.845,-4.272,18.372
-4.828,-6.685,-1.038,13.916,-5.066,38.147
-9.877,-8.183,-3.225,26.733,-33.569,-58.838
-3.732,-7.618,1.096,55.481,-28.564,5.066
9.556,-1.062,2.804,37.476,-22.278,25.33
3.608,-1.651,1.747,2.075,15.198,-22.888
3.723,-2.78,1.943,-47.058,49.927,-65.491
2.388,-2.608,2.364,-73.73,64.697,-75.317
0.345,-3.316,2.144,-78.43,58.289,-51.697
4.034,-6.02,2.747,-66.834,55.664,-42.725
3.895,-3.991,4.0,-67.383,46.143,-134.399
-0.613,0.081,4.56,-78.369,9.46,-210.144
-0.005,-1.129,4.087,-58.472,-34.302,-140.076
-4.809,0.957,4.005,-29.663,-75.012,-65.063
1.0,0.569,6.824,-6.042,-118.897,-38.208
-4.642,5.608,-2.483,-5.432,-152.832,-159.485
-5.843,4.838,-0.919,8.423,-201.111,-136.658
-1.699,3.134,-3.139,21.545,-203.43,-5.554
-6.537,0.014,-2.584,20.874,-220.52,-25.33
-0.641,-0.498,-4.369,19.653,-231.751,-101.44
-5.077,0.086,-5.254,27.405,-243.53,-99.792
-3.976,-0.431,-5.78,38.147,-248.779,47.18
-1.613,-0.383,-4.498,18.25,-235.901,118.774
-0.239,-0.895,-3.637,-6.226,-218.201,72.571
-0.852,-1.861,-2.417,-22.034,-194.031,106.628
0.991,-2.015,-3.196,-38.696,-169.556,158.997
1.426,-2.617,-4.302,-59.875,-151.611,96.558
0.924,-3.106,-4.455,-64.026,-148.377,58.838
2.273,-3.139,-4.914,-60.974,-150.33,57.434
2.469,-3.024,-4.584,-59.448,-164.124,20.691
2.919,-3.134,-3.517,-52.917,-179.321,33.752
4.512,-3.704,-2.483,-43.274,-190.064,116.943
6.781,-3.182,-1.488,-44.25,-193.726,132.324
8.958,-3.665,-0.694,-47.852,-186.279,131.226
12.24,-5.407,-1.57,-48.157,-165.344,125.244
12.886,-4.096,-1.871,-50.171,-141.113,100.891
10.178,-0.421,-1.378,-61.584,-126.221,-11.292
6.211,2.33,-1.23,-70.435,-127.93,-90.637
4.182,2.914,-0.311,-66.223,-134.583,-103.333
2.579,2.909,0.057,-55.115,-135.681,-104.065
4.278,3.618,1.823,-37.659,-128.601,-53.04
3.795,2.139,1.699,-22.278,-105.652,-28.748
3.905,1.345,2.723,-6.653,-79.529,-35.522
3.67,1.258,3.78,2.441,-55.42,-51.147
2.641,0.368,3.957,7.568,-25.208,-85.754
-1.101,-3.192,2.507,16.296,-5.676,-115.173
-2.149,-2.417,3.005,23.376,15.869,-40.283
-1.976,-2.206,4.972,13.855,34.424,0.916
-2.991,-1.704,4.541,-11.108,41.626,-113.648
-3.909,-1.766,2.507,-32.227,47.18,-117.798
-3.78,-1.416,1.235,-44.861,59.143,-67.078
-2.684,-0.445,-0.885,-61.707,66.162,-77.637
-1.641,0.699,-1.503,-74.707,75.378,-65.247
-1.416,0.708,-2.594,-82.153,78.979,-94.543
-1.287,0.703,-3.335,-84.9,76.355,-129.944
-1.55,0.703,-2.866,-85.144,68.97,-140.93
-0.589,0.043,-2.0,-79.956,60.12,-135.62
-1.503,-1.172,-0.584,-64.88,52.002,-113.037
-0.368,-1.359,-0.388,-45.105,48.096,-38.757
0.517,-2.048,1.579,-26.184,43.457,1.648
2.799,-2.972,2.952,-13.367,42.603,-9.46
2.278,-1.316,2.306,-10.254,44.189,-50.232
-1.153,-0.943,1.091,-9.644,28.259,-41.199
-0.498,-0.675,2.043,-7.446,11.841,1.709
1.019,-0.11,2.024,-10.498,1.221,1.953
1.971,1.192,1.751,-15.564,-2.502,-16.052
0.694,1.053,-0.402,-13.916,-1.282,-7.141
-0.924,0.349,-1.613,-5.554,-2.991,-6.958
-2.804,-0.038,-3.23,0.732,-9.46,-7.263
-3.723,0.89,-2.857,-3.906,-22.4,-8.484
-3.297,0.45,-2.393,-10.193,-29.419,18.921
-0.933,0.665,-1.278,-21.179,-28.625,71.35
0.584,0.579,-1.024,-41.931,-18.127,79.956
1.263,-0.278,0.191,-62.317,-8.057,49.927
2.206,-1.206,0.727,-82.825,6.165,11.78
2.158,-2.866,2.043,-86.182,17.151,-20.508
1.665,-1.325,2.962,-84.412,30.64,-44.495
0.44,-1.325,1.986,-82.275,37.354,-55.42
-1.029,-2.283,1.833,-71.594,33.936,-74.097
0.206,-0.986,2.096,-54.688,35.95,-55.115
0.335,-0.148,0.933,-39.124,41.26,-31.372
-0.804,0.445,-1.081,-25.085,43.701,-52.49
-2.541,1.474,-2.216,-22.461,35.156,-72.266
-4.369,1.546,-2.895,-27.344,21.545,-54.016
-3.814,0.301,-4.311,-36.011,5.066,3.418
-3.555,0.201,-3.34,-51.27,-3.845,57.617
-0.708,0.053,-1.986,-71.045,-4.395,70.007
3.015,-1.44,-0.574,-78.308,9.705,16.785
3.675,-3.263,-0.249,-69.214,20.874,-65.002
1.861,-4.431,1.852,-42.053,25.024,-72.388
2.019,-2.876,2.302,-14.954,25.635,-13.855
0.546,-0.134,0.957,1.892,18.188,2.93
-2.373,-0.273,1.144,10.193,-6.592,-20.935
-0.22,0.823,1.847,15.869,-19.959,45.593
2.321,0.943,2.464,14.099,-24.048,85.144
3.24,1.244,1.373,7.08,-20.447,40.222
1.474,1.235,-0.402,1.038,-16.052,-21.912
-0.761,1.081,-1.464,0.977,-16.052,-32.776
-2.421,0.933,-2.029,1.77,-19.897,-11.658
-2.9,0.301,-1.464,0.427,-26.794,4.028
-3.144,0.005,-0.928,-3.479,-33.386,-2.686
-2.45,-0.828,0.287,-8.057,-36.316,18.86
-0.56,-1.172,1.479,-11.719,-28.687,81.909
-0.373,-1.311,2.192,-19.653,-19.104,88.257
-0.632,-0.727,3.33,-32.227,-9.766,40.405
1.852,0.507,2.991,-41.992,9.583,59.875
3.455,-0.12,0.746,-47.668,41.321,58.472
1.464,-0.861,0.79,-50.232,58.289,-33.142
0.732,-0.45,1.163,-50.476,65.369,-48.279
0.359,-0.187,0.914,-49.866,72.998,-12.634
-0.239,0.493,-0.048,-53.223,75.867,-24.658
-1.555,1.139,-1.153,-60.181,71.716,-66.345
-2.483,1.354,-1.818,-63.965,63.599,-74.707
-2.56,1.498,-2.431,-61.768,57.068,-49.194
-2.225,0.976,-2.474,-53.467,49.683,-27.1
-1.311,0.636,-2.273,-43.396,44.373,-26.917
-0.345,0.268,-1.708,-30.09,39.185,-27.588
0.904,0.024,-1.072,-15.686,37.231,-9.644
0.842,-1.263,-0.091,-4.883,34.973,-21.179
2.302,-1.603,1.503,8.24,33.325,-12.695
5.436,-0.287,1.201,16.052,43.274,45.898
2.235,-1.148,1.292,14.771,38.94,-19.836
1.316,-1.215,1.632,14.832,25.024,-47.241
0.526,-0.804,1.727,16.418,14.099,1.343
0.139,0.407,1.067,10.315,1.465,24.048
-0.699,0.723,0.134,1.648,-9.46,1.282
-1.421,0.914,-0.957,-2.747,-19.531,-3.845
-1.876,1.101,-1.397,-3.113,-26.611,5.859
-2.12,0.89,-1.627,-2.747,-31.738,1.038
-2.105,0.885,-1.105,-1.77,-34.668,-3.479
-1.737,0.33,-0.392,-0.244,-33.447,2.869
